Serial Number,Location,Bedrooms,Bathrooms,price(USD),Property Type,owner_id,Start Date,End Date,property_id,max,no_of_occupiers,seeker_id
406,"Heliopolis, Sphinx Street, Building 721, Floor 1",3,1,2200,House,714,3/1/2024,8/12/2024,714,5,0,empty
407,"Dokki, Tahrir Street, Building 690, Floor 8",4,1,1800,Flat,56,3/1/2024,12/17/2024,56,3,4,"[523, 541, 955, 97]"
408,"Zamalek, Nile Corniche, Building 96, Floor 12",4,3,1800,House,656,3/1/2024,7/2/2024,656,3,0,empty
409,"Heliopolis, Sphinx Street, Building 610, Floor 2",4,1,2200,Flat,28,3/1/2024,11/25/2024,28,3,1,[569]
410,"Heliopolis, Tahrir Street, Building 976, Floor 13",1,1,2800,Flat,101,3/1/2024,7/7/2024,101,2,4,"[862, 606, 144, 414]"
411,"Heliopolis, El Nil Street, Building 509, Floor 10",2,2,1800,Flat,299,3/1/2024,11/9/2024,299,3,3,"[935, 447, 700]"
412,"Heliopolis, Nile Corniche, Building 388, Floor 7",1,2,2800,House,620,3/1/2024,10/12/2024,620,3,4,"[753, 53, 199, 455]"
413,"Mohandessin, El Nil Street, Building 103, Floor 11",1,2,1500,House,479,3/1/2024,6/19/2024,479,1,0,empty
414,"Zamalek, Sphinx Street, Building 482, Floor 4",2,3,2200,House,341,3/1/2024,1/21/2025,341,4,3,"[227, 30, 698]"
415,"Mohandessin, Sphinx Street, Building 738, Floor 2",1,2,2000,House,593,3/1/2024,11/20/2024,593,4,1,[391]
416,"Maadi, Pyramids Street, Building 205, Floor 8",2,2,1500,Room,577,3/1/2024,8/2/2024,577,1,0,empty
417,"Dokki, Pyramids Street, Building 182, Floor 5",3,2,1500,Flat,80,3/1/2024,1/23/2025,80,2,2,"[720, 197]"
418,"Zamalek, Tahrir Street, Building 459, Floor 13",1,1,1800,House,558,3/1/2024,1/23/2025,558,5,2,"[30, 927]"
419,"Dokki, Tahrir Street, Building 437, Floor 6",4,2,2500,Room,53,3/1/2024,12/15/2024,53,5,2,"[359, 734]"
420,"Heliopolis, Nile Corniche, Building 196, Floor 11",3,3,2800,Room,70,3/1/2024,11/14/2024,70,3,0,empty
421,"Maadi, Sphinx Street, Building 596, Floor 13",4,3,3000,Room,173,3/1/2024,10/8/2024,173,3,4,"[331, 602, 394, 522]"
422,"Maadi, Pyramids Street, Building 839, Floor 10",3,3,2000,House,805,3/1/2024,8/13/2024,805,3,3,"[310, 915, 200]"
423,"Zamalek, Sphinx Street, Building 479, Floor 12",3,2,2000,Flat,230,3/1/2024,1/10/2025,230,4,2,"[898, 955]"
424,"Dokki, Tahrir Street, Building 222, Floor 10",1,2,2200,House,448,3/1/2024,12/14/2024,448,1,2,"[148, 978]"
425,"Heliopolis, Sphinx Street, Building 674, Floor 11",2,3,2800,Flat,12,3/1/2024,11/24/2024,12,1,2,"[65, 253]"
426,"Zamalek, Sphinx Street, Building 660, Floor 1",3,1,1800,Room,334,3/1/2024,12/3/2024,334,2,2,"[463, 598]"
427,"Heliopolis, Nile Corniche, Building 803, Floor 3",4,2,2200,House,771,3/1/2024,2/7/2025,771,4,0,empty
428,"Dokki, Sphinx Street, Building 511, Floor 6",4,1,2800,House,735,3/1/2024,1/4/2025,735,1,3,"[281, 39, 31]"
429,"Mohandessin, Pyramids Street, Building 730, Floor 8",4,2,2500,Flat,85,3/1/2024,11/23/2024,85,5,2,"[865, 487]"
430,"Mohandessin, Tahrir Street, Building 192, Floor 11",4,3,2200,House,318,3/1/2024,8/15/2024,318,5,2,"[986, 236]"
431,"Zamalek, Sphinx Street, Building 715, Floor 1",2,3,1800,Room,595,3/1/2024,2/26/2025,595,3,4,"[684, 116, 295, 480]"
432,"Mohandessin, Nile Corniche, Building 220, Floor 5",3,3,1500,Room,742,3/1/2024,2/28/2025,742,3,4,"[683, 99, 625, 274]"
433,"Dokki, El Nil Street, Building 638, Floor 12",2,1,3000,Flat,741,3/1/2024,1/19/2025,741,2,0,empty
434,"Mohandessin, Pyramids Street, Building 533, Floor 8",2,1,2200,Flat,222,3/1/2024,10/8/2024,222,5,2,"[32, 151]"
435,"Mohandessin, Nile Corniche, Building 304, Floor 2",3,3,1500,Room,175,3/1/2024,2/22/2025,175,5,2,"[633, 24]"
436,"Heliopolis, Nile Corniche, Building 692, Floor 10",1,3,2500,Room,457,3/1/2024,8/19/2024,457,2,2,"[533, 429]"
437,"Mohandessin, Tahrir Street, Building 329, Floor 3",2,3,2500,House,528,3/1/2024,12/10/2024,528,2,0,empty
438,"Mohandessin, Sphinx Street, Building 656, Floor 9",4,2,3000,Flat,470,3/1/2024,12/1/2024,470,4,0,empty
439,"Mohandessin, El Nil Street, Building 313, Floor 2",2,3,2200,Room,909,3/1/2024,10/9/2024,909,5,3,"[337, 94, 447]"
440,"Mohandessin, Pyramids Street, Building 989, Floor 6",3,3,1800,Room,926,3/1/2024,2/20/2025,926,2,2,"[221, 97]"
441,"Mohandessin, Pyramids Street, Building 276, Floor 13",1,3,3000,Flat,412,3/1/2024,9/15/2024,412,1,4,"[702, 334, 884, 465]"
442,"Dokki, El Nil Street, Building 848, Floor 11",4,2,2800,Room,60,3/1/2024,1/9/2025,60,3,0,empty
443,"Zamalek, Pyramids Street, Building 526, Floor 8",2,3,2500,Room,385,3/1/2024,6/21/2024,385,2,1,[989]
444,"Dokki, Nile Corniche, Building 135, Floor 5",4,1,3000,Flat,19,3/1/2024,8/8/2024,19,2,4,"[735, 535, 151, 927]"
445,"Maadi, Pyramids Street, Building 240, Floor 9",2,1,2200,Flat,194,3/1/2024,2/21/2025,194,4,4,"[442, 390, 186, 18]"
446,"Maadi, Nile Corniche, Building 620, Floor 5",2,3,1500,House,540,3/1/2024,9/5/2024,540,1,4,"[784, 962, 683, 588]"
447,"Mohandessin, El Nil Street, Building 162, Floor 8",1,1,2800,House,160,3/1/2024,6/11/2024,160,4,0,empty
448,"Zamalek, Nile Corniche, Building 625, Floor 8",4,1,2000,House,115,3/1/2024,6/16/2024,115,3,3,"[849, 424, 787]"
449,"Zamalek, Tahrir Street, Building 918, Floor 11",3,1,2500,Flat,640,3/1/2024,7/29/2024,640,5,2,"[331, 565]"
450,"Zamalek, Sphinx Street, Building 560, Floor 11",4,1,1500,House,556,3/1/2024,8/21/2024,556,3,3,"[720, 383, 732]"
451,"Dokki, Nile Corniche, Building 648, Floor 11",1,3,2800,Flat,94,3/1/2024,6/8/2024,94,3,2,"[242, 797]"
452,"Zamalek, Nile Corniche, Building 332, Floor 13",3,3,1500,Flat,807,3/1/2024,11/6/2024,807,1,2,"[319, 139]"
453,"Maadi, Sphinx Street, Building 306, Floor 3",1,2,2000,Flat,65,3/1/2024,12/28/2024,65,3,2,"[388, 162]"
454,"Dokki, Nile Corniche, Building 588, Floor 6",3,1,2500,House,217,3/1/2024,6/26/2024,217,4,0,empty
455,"Dokki, Pyramids Street, Building 742, Floor 13",1,2,1800,House,753,3/1/2024,7/16/2024,753,2,4,"[539, 967, 175, 951]"
456,"Dokki, El Nil Street, Building 497, Floor 1",3,1,1500,Room,607,3/1/2024,9/17/2024,607,5,0,empty
457,"Heliopolis, El Nil Street, Building 430, Floor 2",3,2,2000,House,727,3/1/2024,6/10/2024,727,1,1,[655]
458,"Dokki, El Nil Street, Building 36, Floor 11",1,1,2200,Flat,34,3/1/2024,2/5/2025,34,1,3,"[842, 313, 3]"
459,"Zamalek, Tahrir Street, Building 388, Floor 7",3,1,1800,Flat,252,3/1/2024,11/22/2024,252,2,1,[609]
460,"Mohandessin, Pyramids Street, Building 188, Floor 1",4,1,3000,Room,200,3/1/2024,12/14/2024,200,1,0,empty
461,"Zamalek, Pyramids Street, Building 631, Floor 2",2,2,1500,House,343,3/1/2024,1/8/2025,343,1,1,[177]
462,"Maadi, Tahrir Street, Building 103, Floor 11",3,1,1500,Flat,437,3/1/2024,9/28/2024,437,5,2,"[395, 775]"
463,"Maadi, Nile Corniche, Building 852, Floor 5",1,3,3000,Flat,569,3/1/2024,8/8/2024,569,4,0,empty
464,"Dokki, Sphinx Street, Building 311, Floor 6",1,1,2800,Room,280,3/1/2024,6/29/2024,280,4,3,"[285, 336, 371]"
465,"Mohandessin, Nile Corniche, Building 400, Floor 3",3,1,1500,House,103,3/1/2024,2/9/2025,103,3,1,[346]
466,"Mohandessin, Tahrir Street, Building 267, Floor 1",1,2,2200,Flat,265,3/1/2024,8/1/2024,265,3,2,"[570, 134]"
467,"Maadi, El Nil Street, Building 40, Floor 3",2,3,2500,Room,627,3/1/2024,7/22/2024,627,2,2,"[635, 150]"
468,"Zamalek, Pyramids Street, Building 631, Floor 13",2,3,2200,Flat,688,3/1/2024,12/3/2024,688,4,1,[464]
469,"Maadi, Pyramids Street, Building 546, Floor 4",4,2,1500,Flat,665,3/1/2024,7/30/2024,665,3,3,"[776, 984, 843]"
470,"Dokki, Tahrir Street, Building 927, Floor 7",1,2,2200,Room,394,3/1/2024,2/27/2025,394,4,3,"[539, 929, 851]"
471,"Heliopolis, El Nil Street, Building 856, Floor 3",4,2,2200,Flat,832,3/1/2024,1/4/2025,832,4,2,"[746, 122]"
472,"Dokki, Pyramids Street, Building 907, Floor 9",2,1,1500,House,723,3/1/2024,2/8/2025,723,3,3,"[468, 503, 742]"
473,"Dokki, El Nil Street, Building 464, Floor 2",4,2,1500,Flat,827,3/1/2024,8/14/2024,827,5,1,[988]
474,"Zamalek, Nile Corniche, Building 686, Floor 3",3,3,3000,House,235,3/1/2024,8/1/2024,235,1,3,"[960, 385, 89]"
475,"Maadi, El Nil Street, Building 835, Floor 13",2,3,2800,House,876,3/1/2024,11/1/2024,876,2,0,empty
476,"Mohandessin, El Nil Street, Building 908, Floor 7",1,2,1800,Flat,679,3/1/2024,10/12/2024,679,2,1,[552]
477,"Dokki, Pyramids Street, Building 175, Floor 9",2,3,2500,House,306,3/1/2024,2/24/2025,306,1,2,"[569, 988]"
478,"Maadi, Tahrir Street, Building 562, Floor 5",2,1,1800,House,657,3/1/2024,10/5/2024,657,4,4,"[288, 858, 54, 242]"
479,"Heliopolis, El Nil Street, Building 759, Floor 4",1,1,2000,Room,978,3/1/2024,1/31/2025,978,5,2,"[923, 169]"
480,"Zamalek, Sphinx Street, Building 325, Floor 13",1,1,2500,House,195,3/1/2024,1/29/2025,195,3,4,"[855, 825, 796, 932]"
481,"Dokki, Nile Corniche, Building 973, Floor 7",2,3,2200,Room,33,3/1/2024,11/23/2024,33,3,0,empty
482,"Dokki, Sphinx Street, Building 75, Floor 12",1,1,1800,Flat,769,3/1/2024,2/16/2025,769,1,0,empty
483,"Zamalek, Sphinx Street, Building 766, Floor 12",4,2,2800,Flat,414,3/1/2024,1/30/2025,414,1,2,"[971, 355]"
484,"Maadi, Nile Corniche, Building 160, Floor 4",2,1,2000,Room,972,3/1/2024,2/2/2025,972,3,1,[411]
485,"Maadi, El Nil Street, Building 220, Floor 12",4,2,2800,Flat,924,3/1/2024,2/20/2025,924,2,4,"[605, 898, 201, 579]"
486,"Dokki, Sphinx Street, Building 84, Floor 3",4,3,3000,Room,589,3/1/2024,9/13/2024,589,1,1,[861]
487,"Dokki, Pyramids Street, Building 9, Floor 8",4,3,2000,Flat,238,3/1/2024,6/18/2024,238,5,0,empty
488,"Maadi, Nile Corniche, Building 101, Floor 12",4,3,1800,Room,623,3/1/2024,11/2/2024,623,3,0,empty
489,"Dokki, Sphinx Street, Building 811, Floor 7",4,1,2800,Room,243,3/1/2024,9/27/2024,243,5,2,"[10, 859]"
490,"Maadi, Tahrir Street, Building 143, Floor 5",1,3,2500,House,282,3/1/2024,12/18/2024,282,2,1,[676]
491,"Maadi, Tahrir Street, Building 52, Floor 5",1,1,3000,Flat,361,3/1/2024,8/7/2024,361,3,2,"[778, 960]"
492,"Maadi, Tahrir Street, Building 977, Floor 10",4,1,1500,Flat,391,3/1/2024,2/26/2025,391,4,4,"[613, 847, 633, 882]"
493,"Zamalek, El Nil Street, Building 983, Floor 8",4,3,2200,Room,223,3/1/2024,12/14/2024,223,3,3,"[399, 293, 552]"
494,"Heliopolis, Tahrir Street, Building 796, Floor 7",3,3,3000,Flat,460,3/1/2024,6/25/2024,460,4,3,"[889, 913, 433]"
495,"Mohandessin, Tahrir Street, Building 670, Floor 11",4,3,2500,House,91,3/1/2024,8/11/2024,91,4,3,"[758, 748, 829]"
496,"Dokki, Tahrir Street, Building 464, Floor 13",1,1,3000,Room,54,3/1/2024,1/16/2025,54,5,3,"[682, 920, 3]"
497,"Maadi, El Nil Street, Building 201, Floor 13",4,3,1800,Room,387,3/1/2024,12/16/2024,387,3,4,"[169, 367, 297, 504]"
498,"Mohandessin, Tahrir Street, Building 638, Floor 10",4,1,2800,Flat,900,3/1/2024,8/28/2024,900,3,0,empty
499,"Dokki, Sphinx Street, Building 855, Floor 13",4,3,2500,Room,649,3/1/2024,11/18/2024,649,5,0,empty
500,"Heliopolis, Tahrir Street, Building 144, Floor 4",1,2,1500,Flat,396,3/1/2024,1/12/2025,396,5,0,empty
501,"Maadi, Sphinx Street, Building 516, Floor 4",4,2,1500,Room,61,3/1/2024,1/17/2025,61,1,0,empty
502,"Zamalek, Sphinx Street, Building 612, Floor 1",1,2,2200,Room,910,3/1/2024,7/31/2024,910,5,0,empty
503,"Zamalek, Pyramids Street, Building 260, Floor 8",2,2,2800,Room,980,3/1/2024,12/9/2024,980,3,0,empty
504,"Dokki, El Nil Street, Building 460, Floor 10",3,3,2800,House,380,3/1/2024,12/31/2024,380,1,0,empty
505,"Dokki, El Nil Street, Building 72, Floor 7",4,3,2000,Flat,888,3/1/2024,12/10/2024,888,5,0,empty
506,"Maadi, Tahrir Street, Building 669, Floor 9",3,1,3000,House,670,3/1/2024,1/31/2025,670,5,0,empty
507,"Zamalek, Pyramids Street, Building 181, Floor 9",2,2,2500,House,451,3/1/2024,10/25/2024,451,2,0,empty
508,"Zamalek, El Nil Street, Building 164, Floor 1",2,2,2500,Flat,837,3/1/2024,12/10/2024,837,3,0,empty
509,"Zamalek, El Nil Street, Building 531, Floor 11",3,3,1800,Room,873,3/1/2024,8/27/2024,873,4,0,empty
510,"Zamalek, Sphinx Street, Building 725, Floor 12",4,1,2500,Flat,1,3/1/2024,11/22/2024,1,5,0,empty
511,"Heliopolis, Tahrir Street, Building 121, Floor 10",1,3,2000,House,67,3/1/2024,8/8/2024,67,2,0,empty
512,"Maadi, El Nil Street, Building 641, Floor 6",4,2,3000,Flat,236,3/1/2024,12/26/2024,236,3,0,empty
513,"Maadi, Pyramids Street, Building 978, Floor 4",4,1,1500,House,260,3/1/2024,2/17/2025,260,3,0,empty
514,"Heliopolis, El Nil Street, Building 427, Floor 8",2,1,2000,Flat,285,3/1/2024,1/4/2025,285,1,0,empty
515,"Mohandessin, Pyramids Street, Building 604, Floor 9",3,2,1500,Room,469,3/1/2024,12/12/2024,469,1,0,empty
516,"Heliopolis, El Nil Street, Building 359, Floor 1",3,1,1800,House,90,3/1/2024,6/16/2024,90,2,0,empty
517,"Heliopolis, Tahrir Street, Building 58, Floor 8",3,1,2000,House,784,3/1/2024,12/2/2024,784,2,0,empty
518,"Maadi, Sphinx Street, Building 551, Floor 12",4,1,1800,Room,983,3/1/2024,12/31/2024,983,5,0,empty
519,"Maadi, Pyramids Street, Building 717, Floor 2",1,1,3000,House,117,3/1/2024,6/4/2024,117,1,0,empty
520,"Maadi, El Nil Street, Building 39, Floor 9",2,3,3000,House,922,3/1/2024,1/29/2025,922,1,0,empty
521,"Zamalek, Nile Corniche, Building 890, Floor 10",4,2,2800,Flat,814,3/1/2024,6/8/2024,814,4,0,empty
522,"Maadi, Nile Corniche, Building 353, Floor 13",4,2,2800,House,726,3/1/2024,10/14/2024,726,5,0,empty
523,"Heliopolis, Nile Corniche, Building 438, Floor 2",3,2,1800,Room,509,3/1/2024,12/18/2024,509,4,0,empty
524,"Maadi, Pyramids Street, Building 475, Floor 2",3,1,2200,House,311,3/1/2024,11/18/2024,311,5,0,empty
525,"Zamalek, Sphinx Street, Building 567, Floor 12",3,2,2800,House,145,3/1/2024,2/24/2025,145,1,0,empty
526,"Dokki, El Nil Street, Building 892, Floor 6",2,2,2800,House,203,3/1/2024,11/18/2024,203,3,0,empty
527,"Dokki, El Nil Street, Building 846, Floor 2",1,2,2200,House,246,3/1/2024,2/25/2025,246,4,0,empty
528,"Heliopolis, Nile Corniche, Building 232, Floor 13",3,3,3000,Room,841,3/1/2024,8/27/2024,841,1,0,empty
529,"Zamalek, Tahrir Street, Building 430, Floor 5",4,2,2000,House,360,3/1/2024,10/9/2024,360,3,0,empty
530,"Mohandessin, Nile Corniche, Building 752, Floor 2",2,1,2800,Flat,403,3/1/2024,12/28/2024,403,5,0,empty
531,"Mohandessin, Tahrir Street, Building 209, Floor 5",4,3,2500,House,485,3/1/2024,10/28/2024,485,2,0,empty
532,"Heliopolis, Sphinx Street, Building 829, Floor 1",4,2,1800,Flat,245,3/1/2024,9/2/2024,245,1,0,empty
533,"Mohandessin, Pyramids Street, Building 656, Floor 9",2,1,2800,Flat,330,3/1/2024,10/7/2024,330,4,0,empty
534,"Maadi, Pyramids Street, Building 479, Floor 7",2,2,1800,House,917,3/1/2024,5/31/2024,917,5,0,empty
535,"Maadi, Nile Corniche, Building 152, Floor 9",3,3,1500,Room,519,3/1/2024,11/15/2024,519,2,0,empty
536,"Maadi, Tahrir Street, Building 484, Floor 4",1,1,2000,House,616,3/1/2024,2/26/2025,616,4,0,empty
537,"Zamalek, Nile Corniche, Building 216, Floor 1",1,1,1800,Flat,755,3/1/2024,1/16/2025,755,2,0,empty
538,"Heliopolis, Pyramids Street, Building 325, Floor 1",2,3,1800,House,842,3/1/2024,11/25/2024,842,5,0,empty
539,"Zamalek, Tahrir Street, Building 922, Floor 1",1,3,2800,Room,365,3/1/2024,11/27/2024,365,4,0,empty
540,"Mohandessin, El Nil Street, Building 376, Floor 6",1,2,2800,Room,262,3/1/2024,1/7/2025,262,3,0,empty
541,"Maadi, Sphinx Street, Building 117, Floor 8",2,2,2800,Flat,118,3/1/2024,11/2/2024,118,2,0,empty
542,"Maadi, Pyramids Street, Building 723, Floor 3",1,3,2800,Flat,106,3/1/2024,9/29/2024,106,3,0,empty
543,"Dokki, Nile Corniche, Building 676, Floor 11",3,2,2200,Flat,164,3/1/2024,7/18/2024,164,2,0,empty
544,"Maadi, Pyramids Street, Building 850, Floor 10",1,1,2000,Room,419,3/1/2024,10/16/2024,419,4,0,empty
545,"Maadi, Pyramids Street, Building 231, Floor 9",3,2,2500,Room,780,3/1/2024,12/5/2024,780,2,0,empty
546,"Maadi, Pyramids Street, Building 487, Floor 1",4,3,2000,House,934,3/1/2024,9/23/2024,934,4,0,empty
547,"Heliopolis, Sphinx Street, Building 312, Floor 2",4,3,2000,Room,328,3/1/2024,10/4/2024,328,1,0,empty
548,"Maadi, Sphinx Street, Building 107, Floor 2",2,3,2500,House,703,3/1/2024,10/6/2024,703,2,0,empty
549,"Maadi, Pyramids Street, Building 960, Floor 2",3,1,1500,Room,488,3/1/2024,11/28/2024,488,1,0,empty
550,"Heliopolis, Nile Corniche, Building 167, Floor 4",4,3,2500,House,663,3/1/2024,12/11/2024,663,4,0,empty
551,"Dokki, Sphinx Street, Building 902, Floor 6",2,3,1500,Room,197,3/1/2024,12/12/2024,197,3,0,empty
552,"Zamalek, El Nil Street, Building 628, Floor 13",3,3,1500,Flat,927,3/1/2024,6/9/2024,927,1,0,empty
553,"Dokki, Nile Corniche, Building 827, Floor 11",4,3,2200,House,712,3/1/2024,6/18/2024,712,1,0,empty
554,"Heliopolis, Pyramids Street, Building 283, Floor 6",2,3,3000,Room,88,3/1/2024,10/22/2024,88,1,0,empty
555,"Heliopolis, Tahrir Street, Building 472, Floor 13",3,2,2500,Flat,267,3/1/2024,8/28/2024,267,2,0,empty
556,"Maadi, El Nil Street, Building 38, Floor 6",4,1,1800,Room,374,3/1/2024,10/8/2024,374,2,0,empty
557,"Mohandessin, Tahrir Street, Building 96, Floor 13",2,1,1500,House,393,3/1/2024,7/4/2024,393,1,0,empty
558,"Mohandessin, Nile Corniche, Building 717, Floor 7",3,1,2200,House,336,3/1/2024,12/4/2024,336,2,0,empty
559,"Maadi, Sphinx Street, Building 22, Floor 3",3,2,2500,Flat,643,3/1/2024,10/10/2024,643,3,0,empty
560,"Dokki, Sphinx Street, Building 845, Floor 1",3,3,1800,Flat,975,3/1/2024,12/25/2024,975,5,0,empty
561,"Mohandessin, Sphinx Street, Building 66, Floor 3",2,2,2500,Flat,598,3/1/2024,8/15/2024,598,5,0,empty
562,"Mohandessin, El Nil Street, Building 623, Floor 5",4,1,2800,Room,139,3/1/2024,10/14/2024,139,3,0,empty
563,"Maadi, Sphinx Street, Building 616, Floor 3",2,2,2000,Flat,400,3/1/2024,7/23/2024,400,1,0,empty
564,"Mohandessin, Sphinx Street, Building 902, Floor 1",4,1,1500,House,732,3/1/2024,1/10/2025,732,2,0,empty
565,"Heliopolis, Nile Corniche, Building 315, Floor 6",1,2,2500,House,525,3/1/2024,12/28/2024,525,1,0,empty
566,"Heliopolis, El Nil Street, Building 932, Floor 7",1,3,2200,Flat,713,3/1/2024,11/7/2024,713,2,0,empty
567,"Heliopolis, Sphinx Street, Building 590, Floor 4",2,2,1800,Room,756,3/1/2024,9/17/2024,756,3,0,empty
568,"Zamalek, Nile Corniche, Building 467, Floor 5",1,2,2200,Room,866,3/1/2024,12/3/2024,866,5,0,empty
569,"Dokki, El Nil Street, Building 960, Floor 2",2,2,2000,Flat,954,3/1/2024,2/22/2025,954,2,0,empty
570,"Dokki, Sphinx Street, Building 487, Floor 1",1,1,1500,House,653,3/1/2024,10/17/2024,653,4,0,empty
571,"Mohandessin, Sphinx Street, Building 951, Floor 4",3,3,1800,Room,846,3/1/2024,7/25/2024,846,5,0,empty
572,"Zamalek, Pyramids Street, Building 399, Floor 12",1,3,2500,Room,914,3/1/2024,2/14/2025,914,5,0,empty
573,"Heliopolis, Tahrir Street, Building 93, Floor 12",3,3,2200,Flat,517,3/1/2024,10/25/2024,517,2,0,empty
574,"Dokki, Nile Corniche, Building 273, Floor 9",4,3,2800,Room,701,3/1/2024,1/17/2025,701,4,0,empty
575,"Dokki, Pyramids Street, Building 979, Floor 2",3,2,3000,House,845,3/1/2024,11/14/2024,845,5,0,empty
576,"Heliopolis, El Nil Street, Building 373, Floor 4",2,2,1500,Flat,335,3/1/2024,10/30/2024,335,5,0,empty
577,"Dokki, Sphinx Street, Building 299, Floor 12",3,2,1500,Room,591,3/1/2024,1/13/2025,591,2,0,empty
578,"Zamalek, El Nil Street, Building 507, Floor 2",3,1,2800,Flat,563,3/1/2024,1/29/2025,563,2,0,empty
579,"Dokki, Pyramids Street, Building 831, Floor 9",2,2,2200,Flat,466,3/1/2024,1/26/2025,466,5,0,empty
580,"Heliopolis, Tahrir Street, Building 421, Floor 3",4,1,2000,Flat,289,3/1/2024,8/19/2024,289,3,0,empty
581,"Dokki, El Nil Street, Building 363, Floor 4",4,2,2200,Room,193,3/1/2024,8/25/2024,193,3,0,empty
582,"Heliopolis, Nile Corniche, Building 912, Floor 9",1,3,2200,Flat,887,3/1/2024,2/10/2025,887,5,0,empty
583,"Zamalek, Pyramids Street, Building 737, Floor 7",1,1,3000,Flat,850,3/1/2024,2/24/2025,850,2,0,empty
584,"Zamalek, Tahrir Street, Building 61, Floor 1",3,3,2500,Room,507,3/1/2024,11/28/2024,507,2,0,empty
585,"Heliopolis, El Nil Street, Building 947, Floor 6",1,1,1800,Room,565,3/1/2024,9/1/2024,565,2,0,empty
586,"Heliopolis, Sphinx Street, Building 546, Floor 8",4,1,2500,Room,59,3/1/2024,10/3/2024,59,1,0,empty
587,"Zamalek, Tahrir Street, Building 974, Floor 1",3,3,2800,House,868,3/1/2024,12/6/2024,868,4,0,empty
588,"Zamalek, Tahrir Street, Building 798, Floor 9",1,3,1800,Room,672,3/1/2024,7/7/2024,672,3,0,empty
589,"Mohandessin, El Nil Street, Building 611, Floor 3",4,1,2000,Room,564,3/1/2024,2/26/2025,564,2,0,empty
590,"Zamalek, Nile Corniche, Building 580, Floor 8",4,1,2200,House,158,3/1/2024,8/19/2024,158,4,0,empty
591,"Heliopolis, Nile Corniche, Building 749, Floor 7",3,2,1800,Room,16,3/1/2024,11/21/2024,16,3,0,empty
592,"Maadi, Sphinx Street, Building 345, Floor 1",3,1,1800,Flat,166,3/1/2024,11/27/2024,166,1,0,empty
593,"Mohandessin, El Nil Street, Building 330, Floor 7",3,2,3000,Room,694,3/1/2024,6/20/2024,694,5,0,empty
594,"Zamalek, El Nil Street, Building 494, Floor 10",4,1,2200,Flat,104,3/1/2024,10/19/2024,104,5,0,empty
595,"Zamalek, El Nil Street, Building 186, Floor 9",1,1,2200,Room,125,3/1/2024,8/3/2024,125,3,0,empty
596,"Dokki, Tahrir Street, Building 115, Floor 3",2,1,2000,Room,706,3/1/2024,6/16/2024,706,1,0,empty
597,"Dokki, Sphinx Street, Building 98, Floor 4",1,2,2800,Room,135,3/1/2024,8/1/2024,135,1,0,empty
598,"Maadi, Pyramids Street, Building 958, Floor 12",2,2,2200,House,76,3/1/2024,9/28/2024,76,4,0,empty
599,"Mohandessin, Pyramids Street, Building 969, Floor 6",2,2,2000,Room,957,3/1/2024,10/30/2024,957,2,0,empty
600,"Maadi, Sphinx Street, Building 149, Floor 5",1,2,2000,House,730,3/1/2024,6/12/2024,730,4,0,empty
601,"Maadi, Sphinx Street, Building 139, Floor 9",4,3,1800,House,773,3/1/2024,6/4/2024,773,2,0,empty
602,"Dokki, El Nil Street, Building 690, Floor 11",1,2,2000,Flat,297,3/1/2024,9/7/2024,297,1,0,empty
603,"Mohandessin, Nile Corniche, Building 298, Floor 13",3,3,2800,Flat,853,3/1/2024,8/23/2024,853,4,0,empty
604,"Mohandessin, Nile Corniche, Building 269, Floor 12",3,2,1800,Room,421,3/1/2024,12/23/2024,421,5,0,empty
605,"Heliopolis, Tahrir Street, Building 362, Floor 8",3,3,3000,Flat,453,3/1/2024,6/10/2024,453,5,0,empty
606,"Dokki, Sphinx Street, Building 132, Floor 6",4,1,1800,House,352,3/1/2024,7/29/2024,352,2,0,empty
607,"Heliopolis, El Nil Street, Building 965, Floor 5",1,3,2800,House,345,3/1/2024,10/16/2024,345,2,0,empty
608,"Dokki, Tahrir Street, Building 773, Floor 11",1,2,2000,House,220,3/1/2024,10/12/2024,220,3,0,empty
609,"Maadi, Sphinx Street, Building 18, Floor 9",4,1,2500,Flat,351,3/1/2024,12/7/2024,351,5,0,empty
610,"Zamalek, El Nil Street, Building 185, Floor 2",3,2,1800,House,2,3/1/2024,2/17/2025,2,4,0,empty
611,"Heliopolis, Nile Corniche, Building 448, Floor 12",3,3,1500,House,331,3/1/2024,1/2/2025,331,5,0,empty
612,"Heliopolis, Tahrir Street, Building 370, Floor 9",3,2,2000,Room,745,3/1/2024,2/15/2025,745,4,0,empty
613,"Maadi, Pyramids Street, Building 448, Floor 4",1,2,2500,Room,172,3/1/2024,2/17/2025,172,3,0,empty
614,"Mohandessin, El Nil Street, Building 857, Floor 13",3,3,3000,Room,693,3/1/2024,2/5/2025,693,3,0,empty
615,"Mohandessin, Pyramids Street, Building 183, Floor 9",1,1,1500,Room,799,3/1/2024,1/25/2025,799,2,0,empty
616,"Maadi, Tahrir Street, Building 469, Floor 12",4,3,1500,House,467,3/1/2024,1/2/2025,467,2,0,empty
617,"Dokki, El Nil Street, Building 357, Floor 12",4,1,2200,House,830,3/1/2024,11/15/2024,830,2,0,empty
618,"Maadi, Tahrir Street, Building 66, Floor 11",3,2,2000,House,809,3/1/2024,11/21/2024,809,4,0,empty
619,"Maadi, Tahrir Street, Building 368, Floor 5",4,3,2200,Flat,660,3/1/2024,10/3/2024,660,5,0,empty
