Serial Number,Location,Bedrooms,Bathrooms,price(USD),Property Type,owner_id,Start Date,End Date,property_id,max,no_of_occupiers,seeker_id
408,"Zamalek, Nile Corniche, Building 96, Floor 12",4,3,1800,House,656,2024-03-01,2024-07-02,656,3,2,"[649, 469]"
409,"Heliopolis, Sphinx Street, Building 610, Floor 2",4,1,2200,Flat,28,2024-03-01,2024-11-25,28,3,2,"[411, 713]"
410,"Heliopolis, Tahrir Street, Building 976, Floor 13",1,1,2800,Flat,101,2024-03-01,2024-07-07,101,2,0,
411,"Heliopolis, El Nil Street, Building 509, Floor 10",2,2,1800,Flat,299,2024-03-01,2024-11-09,299,3,3,"[634, 229, 765]"
412,"Heliopolis, Nile Corniche, Building 388, Floor 7",1,2,2800,House,620,2024-03-01,2024-10-12,620,3,2,"[166, 728]"
413,"Mohandessin, El Nil Street, Building 103, Floor 11",1,2,1500,House,479,2024-03-01,2024-06-19,479,1,3,"[729, 13, 847]"
414,"Zamalek, Sphinx Street, Building 482, Floor 4",2,3,2200,House,341,2024-03-01,2025-01-21,341,4,3,"[216, 572, 361]"
415,"Mohandessin, Sphinx Street, Building 738, Floor 2",1,2,2000,House,593,2024-03-01,2024-11-20,593,4,3,"[437, 869, 687]"
416,"Maadi, Pyramids Street, Building 205, Floor 8",2,2,1500,Room,577,2024-03-01,2024-08-02,577,1,0,
417,"Dokki, Pyramids Street, Building 182, Floor 5",3,2,1500,Flat,80,2024-03-01,2025-01-23,80,2,1,[199]
418,"Zamalek, Tahrir Street, Building 459, Floor 13",1,1,1800,House,558,2024-03-01,2025-01-23,558,5,1,[279]
419,"Dokki, Tahrir Street, Building 437, Floor 6",4,2,2500,Room,53,2024-03-01,2024-12-15,53,5,1,[148]
420,"Heliopolis, Nile Corniche, Building 196, Floor 11",3,3,2800,Room,70,2024-03-01,2024-11-14,70,3,0,
421,"Maadi, Sphinx Street, Building 596, Floor 13",4,3,3000,Room,173,2024-03-01,2024-10-08,173,3,4,"[826, 316, 413, 359]"
422,"Maadi, Pyramids Street, Building 839, Floor 10",3,3,2000,House,805,2024-03-01,2024-08-13,805,3,3,"[728, 840, 218]"
423,"Zamalek, Sphinx Street, Building 479, Floor 12",3,2,2000,Flat,230,2024-03-01,2025-01-10,230,4,0,
424,"Dokki, Tahrir Street, Building 222, Floor 10",1,2,2200,House,448,2024-03-01,2024-12-14,448,1,0,
425,"Heliopolis, Sphinx Street, Building 674, Floor 11",2,3,2800,Flat,12,2024-03-01,2024-11-24,12,1,2,"[55, 840]"
426,"Zamalek, Sphinx Street, Building 660, Floor 1",3,1,1800,Room,334,2024-03-01,2024-12-03,334,2,3,"[210, 783, 676]"
427,"Heliopolis, Nile Corniche, Building 803, Floor 3",4,2,2200,House,771,2024-03-01,2025-02-07,771,4,2,"[442, 186]"
428,"Dokki, Sphinx Street, Building 511, Floor 6",4,1,2800,House,735,2024-03-01,2025-01-04,735,1,4,"[974, 406, 149, 128]"
429,"Mohandessin, Pyramids Street, Building 730, Floor 8",4,2,2500,Flat,85,2024-03-01,2024-11-23,85,5,1,[782]
430,"Mohandessin, Tahrir Street, Building 192, Floor 11",4,3,2200,House,318,2024-03-01,2024-08-15,318,5,1,[264]
431,"Zamalek, Sphinx Street, Building 715, Floor 1",2,3,1800,Room,595,2024-03-01,2025-02-26,595,3,2,"[641, 742]"
432,"Mohandessin, Nile Corniche, Building 220, Floor 5",3,3,1500,Room,742,2024-03-01,2025-02-28,742,3,1,[671]
433,"Dokki, El Nil Street, Building 638, Floor 12",2,1,3000,Flat,741,2024-03-01,2025-01-19,741,2,4,"[32, 968, 104, 214]"
434,"Mohandessin, Pyramids Street, Building 533, Floor 8",2,1,2200,Flat,222,2024-03-01,2024-10-08,222,5,1,[525]
435,"Mohandessin, Nile Corniche, Building 304, Floor 2",3,3,1500,Room,175,2024-03-01,2025-02-22,175,5,2,"[911, 400]"
436,"Heliopolis, Nile Corniche, Building 692, Floor 10",1,3,2500,Room,457,2024-03-01,2024-08-19,457,2,4,"[855, 375, 151, 624]"
437,"Mohandessin, Tahrir Street, Building 329, Floor 3",2,3,2500,House,528,2024-03-01,2024-12-10,528,2,3,"[676, 874, 350]"
438,"Mohandessin, Sphinx Street, Building 656, Floor 9",4,2,3000,Flat,470,2024-03-01,2024-12-01,470,4,4,"[839, 311, 231, 440]"
439,"Mohandessin, El Nil Street, Building 313, Floor 2",2,3,2200,Room,909,2024-03-01,2024-10-09,909,5,2,"[69, 559]"
440,"Mohandessin, Pyramids Street, Building 989, Floor 6",3,3,1800,Room,926,2024-03-01,2025-02-20,926,2,3,"[38, 268, 484]"
441,"Mohandessin, Pyramids Street, Building 276, Floor 13",1,3,3000,Flat,412,2024-03-01,2024-09-15,412,1,0,
442,"Dokki, El Nil Street, Building 848, Floor 11",4,2,2800,Room,60,2024-03-01,2025-01-09,60,3,3,"[467, 335, 670]"
443,"Zamalek, Pyramids Street, Building 526, Floor 8",2,3,2500,Room,385,2024-03-01,2024-06-21,385,2,0,
444,"Dokki, Nile Corniche, Building 135, Floor 5",4,1,3000,Flat,19,2024-03-01,2024-08-08,19,2,3,"[315, 5, 853]"
445,"Maadi, Pyramids Street, Building 240, Floor 9",2,1,2200,Flat,194,2024-03-01,2025-02-21,194,4,0,
446,"Maadi, Nile Corniche, Building 620, Floor 5",2,3,1500,House,540,2024-03-01,2024-09-05,540,1,0,
447,"Mohandessin, El Nil Street, Building 162, Floor 8",1,1,2800,House,160,2024-03-01,2024-06-11,160,4,4,"[86, 453, 547, 895]"
448,"Zamalek, Nile Corniche, Building 625, Floor 8",4,1,2000,House,115,2024-03-01,2024-06-16,115,3,4,"[83, 692, 58, 552]"
449,"Zamalek, Tahrir Street, Building 918, Floor 11",3,1,2500,Flat,640,2024-03-01,2024-07-29,640,5,3,"[113, 900, 339]"
450,"Zamalek, Sphinx Street, Building 560, Floor 11",4,1,1500,House,556,2024-03-01,2024-08-21,556,3,1,[62]
451,"Dokki, Nile Corniche, Building 648, Floor 11",1,3,2800,Flat,94,2024-03-01,2024-06-08,94,3,2,"[242, 615]"
452,"Zamalek, Nile Corniche, Building 332, Floor 13",3,3,1500,Flat,807,2024-03-01,2024-11-06,807,1,3,"[989, 997, 786]"
453,"Maadi, Sphinx Street, Building 306, Floor 3",1,2,2000,Flat,65,2024-03-01,2024-12-28,65,3,4,"[858, 213, 308, 573]"
454,"Dokki, Nile Corniche, Building 588, Floor 6",3,1,2500,House,217,2024-03-01,2024-06-26,217,4,4,"[429, 474, 552, 553]"
455,"Dokki, Pyramids Street, Building 742, Floor 13",1,2,1800,House,753,2024-03-01,2024-07-16,753,2,3,"[506, 94, 853]"
456,"Dokki, El Nil Street, Building 497, Floor 1",3,1,1500,Room,607,2024-03-01,2024-09-17,607,5,0,
457,"Heliopolis, El Nil Street, Building 430, Floor 2",3,2,2000,House,727,2024-03-01,2024-06-10,727,1,3,"[224, 33, 604]"
458,"Dokki, El Nil Street, Building 36, Floor 11",1,1,2200,Flat,34,2024-03-01,2025-02-05,34,1,1,[46]
459,"Zamalek, Tahrir Street, Building 388, Floor 7",3,1,1800,Flat,252,2024-03-01,2024-11-22,252,2,2,"[197, 958]"
460,"Mohandessin, Pyramids Street, Building 188, Floor 1",4,1,3000,Room,200,2024-03-01,2024-12-14,200,1,0,
461,"Zamalek, Pyramids Street, Building 631, Floor 2",2,2,1500,House,343,2024-03-01,2025-01-08,343,1,2,"[203, 300]"
462,"Maadi, Tahrir Street, Building 103, Floor 11",3,1,1500,Flat,437,2024-03-01,2024-09-28,437,5,4,"[220, 85, 310, 965]"
463,"Maadi, Nile Corniche, Building 852, Floor 5",1,3,3000,Flat,569,2024-03-01,2024-08-08,569,4,4,"[163, 774, 386, 327]"
464,"Dokki, Sphinx Street, Building 311, Floor 6",1,1,2800,Room,280,2024-03-01,2024-06-29,280,4,0,
465,"Mohandessin, Nile Corniche, Building 400, Floor 3",3,1,1500,House,103,2024-03-01,2025-02-09,103,3,1,[865]
466,"Mohandessin, Tahrir Street, Building 267, Floor 1",1,2,2200,Flat,265,2024-03-01,2024-08-01,265,3,4,"[152, 93, 601, 318]"
467,"Maadi, El Nil Street, Building 40, Floor 3",2,3,2500,Room,627,2024-03-01,2024-07-22,627,2,1,[288]
468,"Zamalek, Pyramids Street, Building 631, Floor 13",2,3,2200,Flat,688,2024-03-01,2024-12-03,688,4,1,[798]
469,"Maadi, Pyramids Street, Building 546, Floor 4",4,2,1500,Flat,665,2024-03-01,2024-07-30,665,3,0,
470,"Dokki, Tahrir Street, Building 927, Floor 7",1,2,2200,Room,394,2024-03-01,2025-02-27,394,4,3,"[64, 333, 654]"
471,"Heliopolis, El Nil Street, Building 856, Floor 3",4,2,2200,Flat,832,2024-03-01,2025-01-04,832,4,0,
472,"Dokki, Pyramids Street, Building 907, Floor 9",2,1,1500,House,723,2024-03-01,2025-02-08,723,3,3,"[408, 167, 812]"
473,"Dokki, El Nil Street, Building 464, Floor 2",4,2,1500,Flat,827,2024-03-01,2024-08-14,827,5,2,"[969, 612]"
474,"Zamalek, Nile Corniche, Building 686, Floor 3",3,3,3000,House,235,2024-03-01,2024-08-01,235,1,3,"[52, 583, 924]"
475,"Maadi, El Nil Street, Building 835, Floor 13",2,3,2800,House,876,2024-03-01,2024-11-01,876,2,2,"[466, 364]"
476,"Mohandessin, El Nil Street, Building 908, Floor 7",1,2,1800,Flat,679,2024-03-01,2024-10-12,679,2,3,"[342, 631, 819]"
477,"Dokki, Pyramids Street, Building 175, Floor 9",2,3,2500,House,306,2024-03-01,2025-02-24,306,1,2,"[308, 401]"
478,"Maadi, Tahrir Street, Building 562, Floor 5",2,1,1800,House,657,2024-03-01,2024-10-05,657,4,2,"[501, 360]"
479,"Heliopolis, El Nil Street, Building 759, Floor 4",1,1,2000,Room,978,2024-03-01,2025-01-31,978,5,2,"[696, 385]"
480,"Zamalek, Sphinx Street, Building 325, Floor 13",1,1,2500,House,195,2024-03-01,2025-01-29,195,3,3,"[571, 251, 409]"
481,"Dokki, Nile Corniche, Building 973, Floor 7",2,3,2200,Room,33,2024-03-01,2024-11-23,33,3,1,[123]
482,"Dokki, Sphinx Street, Building 75, Floor 12",1,1,1800,Flat,769,2024-03-01,2025-02-16,769,1,2,"[486, 119]"
483,"Zamalek, Sphinx Street, Building 766, Floor 12",4,2,2800,Flat,414,2024-03-01,2025-01-30,414,1,2,"[881, 263]"
484,"Maadi, Nile Corniche, Building 160, Floor 4",2,1,2000,Room,972,2024-03-01,2025-02-02,972,3,3,"[532, 694, 368]"
485,"Maadi, El Nil Street, Building 220, Floor 12",4,2,2800,Flat,924,2024-03-01,2025-02-20,924,2,0,
486,"Dokki, Sphinx Street, Building 84, Floor 3",4,3,3000,Room,589,2024-03-01,2024-09-13,589,1,3,"[397, 617, 263]"
487,"Dokki, Pyramids Street, Building 9, Floor 8",4,3,2000,Flat,238,2024-03-01,2024-06-18,238,5,4,"[243, 301, 856, 614]"
488,"Maadi, Nile Corniche, Building 101, Floor 12",4,3,1800,Room,623,2024-03-01,2024-11-02,623,3,3,"[129, 896, 677]"
489,"Dokki, Sphinx Street, Building 811, Floor 7",4,1,2800,Room,243,2024-03-01,2024-09-27,243,5,3,"[413, 108, 666]"
490,"Maadi, Tahrir Street, Building 143, Floor 5",1,3,2500,House,282,2024-03-01,2024-12-18,282,2,0,
491,"Maadi, Tahrir Street, Building 52, Floor 5",1,1,3000,Flat,361,2024-03-01,2024-08-07,361,3,1,[691]
492,"Maadi, Tahrir Street, Building 977, Floor 10",4,1,1500,Flat,391,2024-03-01,2025-02-26,391,4,3,"[598, 103, 800]"
493,"Zamalek, El Nil Street, Building 983, Floor 8",4,3,2200,Room,223,2024-03-01,2024-12-14,223,3,1,[257]
494,"Heliopolis, Tahrir Street, Building 796, Floor 7",3,3,3000,Flat,460,2024-03-01,2024-06-25,460,4,0,
495,"Mohandessin, Tahrir Street, Building 670, Floor 11",4,3,2500,House,91,2024-03-01,2024-08-11,91,4,4,"[545, 473, 97, 938]"
496,"Dokki, Tahrir Street, Building 464, Floor 13",1,1,3000,Room,54,2024-03-01,2025-01-16,54,5,3,"[921, 466, 437]"
497,"Maadi, El Nil Street, Building 201, Floor 13",4,3,1800,Room,387,2024-03-01,2024-12-16,387,3,2,"[639, 243]"
498,"Mohandessin, Tahrir Street, Building 638, Floor 10",4,1,2800,Flat,900,2024-03-01,2024-08-28,900,3,4,"[345, 230, 758, 170]"
499,"Dokki, Sphinx Street, Building 855, Floor 13",4,3,2500,Room,649,2024-03-01,2024-11-18,649,5,2,"[374, 604]"
500,"Heliopolis, Tahrir Street, Building 144, Floor 4",1,2,1500,Flat,396,2024-03-01,2025-01-12,396,5,0,
501,"Maadi, Sphinx Street, Building 516, Floor 4",4,2,1500,Room,61,2024-03-01,2025-01-17,61,1,0,
502,"Zamalek, Sphinx Street, Building 612, Floor 1",1,2,2200,Room,910,2024-03-01,2024-07-31,910,5,1,[352]
503,"Zamalek, Pyramids Street, Building 260, Floor 8",2,2,2800,Room,980,2024-03-01,2024-12-09,980,3,2,"[783, 916]"
504,"Dokki, El Nil Street, Building 460, Floor 10",3,3,2800,House,380,2024-03-01,2024-12-31,380,1,4,"[874, 500, 144, 280]"
505,"Dokki, El Nil Street, Building 72, Floor 7",4,3,2000,Flat,888,2024-03-01,2024-12-10,888,5,3,"[238, 736, 596]"
506,"Maadi, Tahrir Street, Building 669, Floor 9",3,1,3000,House,670,2024-03-01,2025-01-31,670,5,1,[306]
507,"Zamalek, Pyramids Street, Building 181, Floor 9",2,2,2500,House,451,2024-03-01,2024-10-25,451,2,1,[467]
508,"Zamalek, El Nil Street, Building 164, Floor 1",2,2,2500,Flat,837,2024-03-01,2024-12-10,837,3,1,[678]
509,"Zamalek, El Nil Street, Building 531, Floor 11",3,3,1800,Room,873,2024-03-01,2024-08-27,873,4,0,
510,"Zamalek, Sphinx Street, Building 725, Floor 12",4,1,2500,Flat,1,2024-03-01,2024-11-22,1,5,4,"[336, 522, 963, 853]"
511,"Heliopolis, Tahrir Street, Building 121, Floor 10",1,3,2000,House,67,2024-03-01,2024-08-08,67,2,1,[797]
512,"Maadi, El Nil Street, Building 641, Floor 6",4,2,3000,Flat,236,2024-03-01,2024-12-26,236,3,1,[860]
513,"Maadi, Pyramids Street, Building 978, Floor 4",4,1,1500,House,260,2024-03-01,2025-02-17,260,3,0,
514,"Heliopolis, El Nil Street, Building 427, Floor 8",2,1,2000,Flat,285,2024-03-01,2025-01-04,285,1,2,"[334, 631]"
515,"Mohandessin, Pyramids Street, Building 604, Floor 9",3,2,1500,Room,469,2024-03-01,2024-12-12,469,1,0,
516,"Heliopolis, El Nil Street, Building 359, Floor 1",3,1,1800,House,90,2024-03-01,2024-06-16,90,2,3,"[915, 213, 548]"
517,"Heliopolis, Tahrir Street, Building 58, Floor 8",3,1,2000,House,784,2024-03-01,2024-12-02,784,2,0,
518,"Maadi, Sphinx Street, Building 551, Floor 12",4,1,1800,Room,983,2024-03-01,2024-12-31,983,5,0,
519,"Maadi, Pyramids Street, Building 717, Floor 2",1,1,3000,House,117,2024-03-01,2024-06-04,117,1,1,[239]
520,"Maadi, El Nil Street, Building 39, Floor 9",2,3,3000,House,922,2024-03-01,2025-01-29,922,1,0,
521,"Zamalek, Nile Corniche, Building 890, Floor 10",4,2,2800,Flat,814,2024-03-01,2024-06-08,814,4,2,"[246, 216]"
522,"Maadi, Nile Corniche, Building 353, Floor 13",4,2,2800,House,726,2024-03-01,2024-10-14,726,5,0,
523,"Heliopolis, Nile Corniche, Building 438, Floor 2",3,2,1800,Room,509,2024-03-01,2024-12-18,509,4,3,"[846, 413, 397]"
524,"Maadi, Pyramids Street, Building 475, Floor 2",3,1,2200,House,311,2024-03-01,2024-11-18,311,5,1,[689]
525,"Zamalek, Sphinx Street, Building 567, Floor 12",3,2,2800,House,145,2024-03-01,2025-02-24,145,1,0,
526,"Dokki, El Nil Street, Building 892, Floor 6",2,2,2800,House,203,2024-03-01,2024-11-18,203,3,0,
527,"Dokki, El Nil Street, Building 846, Floor 2",1,2,2200,House,246,2024-03-01,2025-02-25,246,4,0,
528,"Heliopolis, Nile Corniche, Building 232, Floor 13",3,3,3000,Room,841,2024-03-01,2024-08-27,841,1,0,
529,"Zamalek, Tahrir Street, Building 430, Floor 5",4,2,2000,House,360,2024-03-01,2024-10-09,360,3,3,"[293, 252, 925]"
530,"Mohandessin, Nile Corniche, Building 752, Floor 2",2,1,2800,Flat,403,2024-03-01,2024-12-28,403,5,3,"[713, 207, 315]"
531,"Mohandessin, Tahrir Street, Building 209, Floor 5",4,3,2500,House,485,2024-03-01,2024-10-28,485,2,2,"[840, 264]"
532,"Heliopolis, Sphinx Street, Building 829, Floor 1",4,2,1800,Flat,245,2024-03-01,2024-09-02,245,1,4,"[107, 731, 956, 117]"
533,"Mohandessin, Pyramids Street, Building 656, Floor 9",2,1,2800,Flat,330,2024-03-01,2024-10-07,330,4,3,"[873, 605, 816]"
534,"Maadi, Pyramids Street, Building 479, Floor 7",2,2,1800,House,917,2024-03-01,2024-05-31,917,5,4,"[74, 255, 110, 439]"
535,"Maadi, Nile Corniche, Building 152, Floor 9",3,3,1500,Room,519,2024-03-01,2024-11-15,519,2,1,[173]
536,"Maadi, Tahrir Street, Building 484, Floor 4",1,1,2000,House,616,2024-03-01,2025-02-26,616,4,0,
537,"Zamalek, Nile Corniche, Building 216, Floor 1",1,1,1800,Flat,755,2024-03-01,2025-01-16,755,2,1,[518]
538,"Heliopolis, Pyramids Street, Building 325, Floor 1",2,3,1800,House,842,2024-03-01,2024-11-25,842,5,1,[112]
539,"Zamalek, Tahrir Street, Building 922, Floor 1",1,3,2800,Room,365,2024-03-01,2024-11-27,365,4,2,"[289, 332]"
540,"Mohandessin, El Nil Street, Building 376, Floor 6",1,2,2800,Room,262,2024-03-01,2025-01-07,262,3,2,"[438, 500]"
541,"Maadi, Sphinx Street, Building 117, Floor 8",2,2,2800,Flat,118,2024-03-01,2024-11-02,118,2,3,"[364, 315, 662]"
542,"Maadi, Pyramids Street, Building 723, Floor 3",1,3,2800,Flat,106,2024-03-01,2024-09-29,106,3,4,"[429, 919, 967, 868]"
543,"Dokki, Nile Corniche, Building 676, Floor 11",3,2,2200,Flat,164,2024-03-01,2024-07-18,164,2,0,
544,"Maadi, Pyramids Street, Building 850, Floor 10",1,1,2000,Room,419,2024-03-01,2024-10-16,419,4,1,[457]
545,"Maadi, Pyramids Street, Building 231, Floor 9",3,2,2500,Room,780,2024-03-01,2024-12-05,780,2,2,"[434, 329]"
546,"Maadi, Pyramids Street, Building 487, Floor 1",4,3,2000,House,934,2024-03-01,2024-09-23,934,4,1,[771]
547,"Heliopolis, Sphinx Street, Building 312, Floor 2",4,3,2000,Room,328,2024-03-01,2024-10-04,328,1,1,[843]
548,"Maadi, Sphinx Street, Building 107, Floor 2",2,3,2500,House,703,2024-03-01,2024-10-06,703,2,3,"[316, 373, 466]"
549,"Maadi, Pyramids Street, Building 960, Floor 2",3,1,1500,Room,488,2024-03-01,2024-11-28,488,1,1,[721]
550,"Heliopolis, Nile Corniche, Building 167, Floor 4",4,3,2500,House,663,2024-03-01,2024-12-11,663,4,4,"[5, 717, 155, 278]"
551,"Dokki, Sphinx Street, Building 902, Floor 6",2,3,1500,Room,197,2024-03-01,2024-12-12,197,3,1,[413]
552,"Zamalek, El Nil Street, Building 628, Floor 13",3,3,1500,Flat,927,2024-03-01,2024-06-09,927,1,2,"[509, 638]"
553,"Dokki, Nile Corniche, Building 827, Floor 11",4,3,2200,House,712,2024-03-01,2024-06-18,712,1,0,
554,"Heliopolis, Pyramids Street, Building 283, Floor 6",2,3,3000,Room,88,2024-03-01,2024-10-22,88,1,2,"[58, 214]"
555,"Heliopolis, Tahrir Street, Building 472, Floor 13",3,2,2500,Flat,267,2024-03-01,2024-08-28,267,2,4,"[361, 10, 142, 575]"
556,"Maadi, El Nil Street, Building 38, Floor 6",4,1,1800,Room,374,2024-03-01,2024-10-08,374,2,4,"[972, 918, 509, 106]"
557,"Mohandessin, Tahrir Street, Building 96, Floor 13",2,1,1500,House,393,2024-03-01,2024-07-04,393,1,1,[941]
558,"Mohandessin, Nile Corniche, Building 717, Floor 7",3,1,2200,House,336,2024-03-01,2024-12-04,336,2,2,"[560, 412]"
559,"Maadi, Sphinx Street, Building 22, Floor 3",3,2,2500,Flat,643,2024-03-01,2024-10-10,643,3,4,"[199, 791, 388, 674]"
560,"Dokki, Sphinx Street, Building 845, Floor 1",3,3,1800,Flat,975,2024-03-01,2024-12-25,975,5,4,"[10, 402, 659, 82]"
561,"Mohandessin, Sphinx Street, Building 66, Floor 3",2,2,2500,Flat,598,2024-03-01,2024-08-15,598,5,4,"[523, 31, 362, 588]"
562,"Mohandessin, El Nil Street, Building 623, Floor 5",4,1,2800,Room,139,2024-03-01,2024-10-14,139,3,0,
563,"Maadi, Sphinx Street, Building 616, Floor 3",2,2,2000,Flat,400,2024-03-01,2024-07-23,400,1,0,
564,"Mohandessin, Sphinx Street, Building 902, Floor 1",4,1,1500,House,732,2024-03-01,2025-01-10,732,2,0,
565,"Heliopolis, Nile Corniche, Building 315, Floor 6",1,2,2500,House,525,2024-03-01,2024-12-28,525,1,3,"[481, 612, 426]"
566,"Heliopolis, El Nil Street, Building 932, Floor 7",1,3,2200,Flat,713,2024-03-01,2024-11-07,713,2,4,"[15, 572, 277, 457]"
567,"Heliopolis, Sphinx Street, Building 590, Floor 4",2,2,1800,Room,756,2024-03-01,2024-09-17,756,3,0,
568,"Zamalek, Nile Corniche, Building 467, Floor 5",1,2,2200,Room,866,2024-03-01,2024-12-03,866,5,1,[619]
569,"Dokki, El Nil Street, Building 960, Floor 2",2,2,2000,Flat,954,2024-03-01,2025-02-22,954,2,2,"[877, 379]"
570,"Dokki, Sphinx Street, Building 487, Floor 1",1,1,1500,House,653,2024-03-01,2024-10-17,653,4,2,"[702, 963]"
571,"Mohandessin, Sphinx Street, Building 951, Floor 4",3,3,1800,Room,846,2024-03-01,2024-07-25,846,5,1,[918]
572,"Zamalek, Pyramids Street, Building 399, Floor 12",1,3,2500,Room,914,2024-03-01,2025-02-14,914,5,1,[641]
573,"Heliopolis, Tahrir Street, Building 93, Floor 12",3,3,2200,Flat,517,2024-03-01,2024-10-25,517,2,3,"[78, 931, 304]"
574,"Dokki, Nile Corniche, Building 273, Floor 9",4,3,2800,Room,701,2024-03-01,2025-01-17,701,4,4,"[111, 497, 25, 470]"
575,"Dokki, Pyramids Street, Building 979, Floor 2",3,2,3000,House,845,2024-03-01,2024-11-14,845,5,4,"[777, 993, 191, 607]"
576,"Heliopolis, El Nil Street, Building 373, Floor 4",2,2,1500,Flat,335,2024-03-01,2024-10-30,335,5,4,"[676, 804, 836, 942]"
577,"Dokki, Sphinx Street, Building 299, Floor 12",3,2,1500,Room,591,2024-03-01,2025-01-13,591,2,4,"[843, 342, 621, 974]"
578,"Zamalek, El Nil Street, Building 507, Floor 2",3,1,2800,Flat,563,2024-03-01,2025-01-29,563,2,2,"[999, 930]"
579,"Dokki, Pyramids Street, Building 831, Floor 9",2,2,2200,Flat,466,2024-03-01,2025-01-26,466,5,1,[299]
580,"Heliopolis, Tahrir Street, Building 421, Floor 3",4,1,2000,Flat,289,2024-03-01,2024-08-19,289,3,2,"[482, 171]"
581,"Dokki, El Nil Street, Building 363, Floor 4",4,2,2200,Room,193,2024-03-01,2024-08-25,193,3,2,"[237, 768]"
582,"Heliopolis, Nile Corniche, Building 912, Floor 9",1,3,2200,Flat,887,2024-03-01,2025-02-10,887,5,4,"[955, 587, 486, 56]"
583,"Zamalek, Pyramids Street, Building 737, Floor 7",1,1,3000,Flat,850,2024-03-01,2025-02-24,850,2,3,"[935, 286, 315]"
584,"Zamalek, Tahrir Street, Building 61, Floor 1",3,3,2500,Room,507,2024-03-01,2024-11-28,507,2,1,[922]
585,"Heliopolis, El Nil Street, Building 947, Floor 6",1,1,1800,Room,565,2024-03-01,2024-09-01,565,2,4,"[527, 192, 771, 230]"
586,"Heliopolis, Sphinx Street, Building 546, Floor 8",4,1,2500,Room,59,2024-03-01,2024-10-03,59,1,3,"[239, 99, 85]"
587,"Zamalek, Tahrir Street, Building 974, Floor 1",3,3,2800,House,868,2024-03-01,2024-12-06,868,4,2,"[679, 817]"
588,"Zamalek, Tahrir Street, Building 798, Floor 9",1,3,1800,Room,672,2024-03-01,2024-07-07,672,3,4,"[750, 842, 642, 709]"
589,"Mohandessin, El Nil Street, Building 611, Floor 3",4,1,2000,Room,564,2024-03-01,2025-02-26,564,2,2,"[197, 25]"
590,"Zamalek, Nile Corniche, Building 580, Floor 8",4,1,2200,House,158,2024-03-01,2024-08-19,158,4,2,"[793, 881]"
591,"Heliopolis, Nile Corniche, Building 749, Floor 7",3,2,1800,Room,16,2024-03-01,2024-11-21,16,3,2,"[512, 421]"
592,"Maadi, Sphinx Street, Building 345, Floor 1",3,1,1800,Flat,166,2024-03-01,2024-11-27,166,1,0,
593,"Mohandessin, El Nil Street, Building 330, Floor 7",3,2,3000,Room,694,2024-03-01,2024-06-20,694,5,4,"[147, 877, 209, 564]"
594,"Zamalek, El Nil Street, Building 494, Floor 10",4,1,2200,Flat,104,2024-03-01,2024-10-19,104,5,4,"[403, 714, 119, 600]"
595,"Zamalek, El Nil Street, Building 186, Floor 9",1,1,2200,Room,125,2024-03-01,2024-08-03,125,3,0,
596,"Dokki, Tahrir Street, Building 115, Floor 3",2,1,2000,Room,706,2024-03-01,2024-06-16,706,1,0,
597,"Dokki, Sphinx Street, Building 98, Floor 4",1,2,2800,Room,135,2024-03-01,2024-08-01,135,1,1,[748]
598,"Maadi, Pyramids Street, Building 958, Floor 12",2,2,2200,House,76,2024-03-01,2024-09-28,76,4,4,"[983, 10, 712, 433]"
599,"Mohandessin, Pyramids Street, Building 969, Floor 6",2,2,2000,Room,957,2024-03-01,2024-10-30,957,2,2,"[353, 751]"
600,"Maadi, Sphinx Street, Building 149, Floor 5",1,2,2000,House,730,2024-03-01,2024-06-12,730,4,3,"[595, 241, 575]"
601,"Maadi, Sphinx Street, Building 139, Floor 9",4,3,1800,House,773,2024-03-01,2024-06-04,773,2,4,"[127, 85, 956, 203]"
602,"Dokki, El Nil Street, Building 690, Floor 11",1,2,2000,Flat,297,2024-03-01,2024-09-07,297,1,2,"[886, 424]"
603,"Mohandessin, Nile Corniche, Building 298, Floor 13",3,3,2800,Flat,853,2024-03-01,2024-08-23,853,4,4,"[623, 653, 924, 753]"
604,"Mohandessin, Nile Corniche, Building 269, Floor 12",3,2,1800,Room,421,2024-03-01,2024-12-23,421,5,0,
605,"Heliopolis, Tahrir Street, Building 362, Floor 8",3,3,3000,Flat,453,2024-03-01,2024-06-10,453,5,2,"[254, 349]"
606,"Dokki, Sphinx Street, Building 132, Floor 6",4,1,1800,House,352,2024-03-01,2024-07-29,352,2,1,[903]
607,"Heliopolis, El Nil Street, Building 965, Floor 5",1,3,2800,House,345,2024-03-01,2024-10-16,345,2,3,"[520, 405, 473]"
608,"Dokki, Tahrir Street, Building 773, Floor 11",1,2,2000,House,220,2024-03-01,2024-10-12,220,3,0,
609,"Maadi, Sphinx Street, Building 18, Floor 9",4,1,2500,Flat,351,2024-03-01,2024-12-07,351,5,4,"[290, 595, 659, 757]"
610,"Zamalek, El Nil Street, Building 185, Floor 2",3,2,1800,House,2,2024-03-01,2025-02-17,2,4,3,"[519, 485, 174]"
611,"Heliopolis, Nile Corniche, Building 448, Floor 12",3,3,1500,House,331,2024-03-01,2025-01-02,331,5,3,"[777, 315, 400]"
612,"Heliopolis, Tahrir Street, Building 370, Floor 9",3,2,2000,Room,745,2024-03-01,2025-02-15,745,4,4,"[677, 763, 541, 283]"
